"store_id","ME_lm","RMSE_lm","MAE_lm","MPE_lm","MAPE_lm","ME_tslm","RMSE_tslm","MAE_tslm","MPE_tslm","MAPE_tslm"
"S0002","-230.848","1157.68531850413","1021.796","-5.00391637613228","22.1068985604058","-384.664","1434.60821394554","1271.564","-11.9262044812862","28.9570644762751"
"S0003","86.37","135.286095590049","94.862","6.58976717167153","7.23216610655412","205.858","440.083726283988","263.71","9.64511359364844","14.2662197890949"
"S0005","311.602","317.641477297912","311.602","20.8844281677684","20.8844281677684","1655.776","2744.68499147716","1715.804","32.326263253154","38.094951278502"
"S0007","79.882","136.839394547038","108.358","8.36986836881944","11.2164151465117","79.882","136.839394547038","108.358","8.36986836881944","11.2164151465117"
"S0010","82.2320000000001","444.729585253781","337.308","2.78666765858205","11.3442835126293","-42.852","481.585674080947","447.752","-2.19158421237799","15.971085783924"
"S0012","182.912","333.939525962411","236.496","9.5472737685548","12.3395639369843","260.06","383.253906281462","339.772","12.3352218971446","16.8047612730733"
"S0014","-174.084","226.361536131914","209.892","-14.1124223873427","17.0387732748587","-84.184","146.975774466407","85.48","-6.82820502795208","6.91543663594832"
"S0015","454.078","541.559027161398","480.486","13.6654008477873","14.4518026011702","358.5","564.384606593766","430.336","10.3434299225215","12.557508473674"
"S0016","31.644","137.885864685253","114.272","3.88742550158108","13.8024197124081","43.694","117.821010435321","107.022","4.9857953688007","12.3820365352099"
"S0020","-192.14","1277.78006735119","1021.084","-2.11551341682368","11.2249382974536","-776.086","1653.28935376116","1429.398","-9.896339883316","17.4396876456974"
"S0022","195.658","317.654665918825","271.686","9.42511051385378","13.0834687084453","135.006","333.365914244393","294.946","5.41177455315189","14.7358325540796"
"S0023","549.824","674.31712833058","614.696","13.8742027519984","15.5214360338705","878.91","1349.37385769104","1003.954","17.6345948966684","20.9358164468518"
"S0026","84.7060000000005","1106.34338292413","1010.706","0.785281226821174","9.02434710727733","-898.498","998.720323163597","898.498","-9.34834440223908","9.34834440223908"
"S0030","-70.082","123.513576176872","115.71","-14.3577515605089","23.5679007298838","-100.994","129.808684686349","111.558","-22.4572305016986","25.0480336899267"
"S0032","205.766","222.76843389493","205.766","21.7344851062","21.7344851062","228.886","231.124448944719","228.886","23.6426621438504","23.6426621438504"
"S0036","56.4019999999999","274.544782030182","196.762","3.35966790053471","11.7779174372191","200.976","235.349617293082","200.976","11.3538749993929","11.3538749993929"
"S0038","685.052","1047.87658059525","883.496","6.95631956700056","8.95083385868787","983.606","1799.12483277287","1498.698","8.52367697366509","14.1482599825962"
"S0039","32.846","169.275918251829","148.55","4.34194369504114","19.2425059670442","48.204","157.578631165523","128.996","5.55353352285988","15.1578942199963"
"S0040","521.746","752.139290916251","668.474","11.4644630126745","14.6664532361382","845.134","941.78446834719","845.134","17.3271817968121","17.3271817968121"
"S0041","-6.632","65.3871259499911","53.872","-3.16595335833228","26.7238344761042","-0.254000000000008","40.0707287181054","37.91","1.31313517439841","18.8480447202485"
"S0045","162.046","214.516348794212","167.598","16.1246843177847","16.6724673357218","223.724","255.615559620302","223.724","20.5118499703248","20.5118499703248"
"S0046","499.336","534.185106456554","499.336","30.1896977783395","30.1896977783395","1158.2","1199.79619300946","1158.2","49.3538915439776","49.3538915439776"
"S0050","31.088","288.303570910941","249.544","1.124628704265","9.5428305720578","-3.21599999999999","380.643506656819","328.068","-1.33139718991031","13.58018543086"
"S0052","-94.908","246.622322671732","198.136","-7.72475939806708","16.1434709523177","-85.788","407.812547575476","367.232","-11.8639375924862","30.0639961678832"
"S0055","121.632","292.842146966587","248.584","7.0937723517459","14.4139595384606","178.994","414.264460821828","328.414","7.35721827190175","17.0437622013471"
"S0056","528.642","897.665885761512","828.366","9.49233412329887","14.7964326580196","204.632","698.879815676487","589.936","3.50795594471072","10.5948536888089"
"S0058","-51.2","269.721359258031","178.088","-2.71118311769574","9.42308939644754","-42.704","151.458477082004","116.684","-3.33779568390991","7.03182259062036"
"S0059","-55.674","122.865155109168","102.022","-5.27781227384369","9.67202891285767","106.326","237.304258495291","133.006","7.07086296042333","9.69871330518738"
"S0061","773.93","905.906117089403","795.622","16.9946022088214","17.471270889808","883.216","1315.70093323673","883.216","15.6678137731134","15.6678137731134"
"S0062","532.45","1449.99480168034","1290.482","4.67652055970694","11.2382251096945","450.246","2028.26648542542","1470.942","1.60792997527185","11.4246830523484"
"S0067","267.06","375.882087096472","319.096","12.2542588177018","14.6407496177238","137.454","301.544105132234","240.614","6.25149706061474","11.2037343443062"
"S0068","55.442","272.821780618777","238.546","8.710813533719","36.2850560492301","67.696","284.399980872011","254.46","9.79145562758026","38.3098327596177"
"S0071","231.108","248.869382528265","231.108","10.3788062374953","10.3788062374953","929.418","1132.95279530085","929.418","29.0059438227668","29.0059438227668"
"S0072","133.734","226.717286813335","145.89","3.94611280572337","4.3017302507542","-112.604","346.208211803244","316.72","-4.06003026209153","10.1457925424522"
"S0073","-207.678","268.088140841776","207.678","-16.911499556893","16.911499556893","-190.356","369.468268840506","318.088","-19.2712354470839","27.049527452735"
"S0076","-146.352","174.450961705575","146.352","-11.1098871324982","11.1098871324982","-223.98","279.782159331148","224.108","-20.1592685838428","20.1685537696191"
"S0077","16.35","99.5422751397616","91.642","3.29659679814888","18.1785593506113","33.402","88.2760530381824","79.478","6.32030173087868","14.8806751400145"
"S0080","95.244","197.42288357736","172.42","5.00437057939181","9.0021906202842","43.936","118.090938348376","97.664","2.55885995767477","5.33641993799657"
"S0083","371.95","392.06454751737","371.95","34.5444778090727","34.5444778090727","413.26","521.930993101578","413.26","32.971201941914","32.971201941914"
"S0085","724.44","2433.77260510509","2193.516","3.58024882948","10.968676546092","549.594","2838.92098850602","2678.15","2.3594873856305","13.50614983457"
"S0086","-63.584","94.4462094527886","78.7","-16.0383406396071","19.8481044826396","-75.466","108.370077696752","100.566","-20.1809956866368","26.1326709290905"
"S0088","293.472","344.054310770843","293.472","22.9536110087021","22.9536110087021","281.72","421.686241179387","329.656","19.9321942495917","24.2877554587833"
"S0089","-47.072","72.8330125698505","52.688","-9.31080444950541","10.4348362330252","-59.694","98.8056677524119","94.862","-13.9494681297319","19.7614000418125"
"S0091","-44.028","247.167919682146","180.048","-2.33781685875515","9.67486020504802","97.4079999999999","565.785324164563","402.636","0.176892941030829","17.6125767343206"
"S0092","260.39","305.887911464314","284.39","17.4082601586182","19.0575406599995","1195.246","1242.08279077524","1195.246","48.6069244715672","48.6069244715672"
"S0094","76.6079999999998","790.786140268025","709.944","1.30383112149671","12.5682468904146","308.074","614.763188406723","454.246","5.4557916948584","7.87765935610203"
"S0095","-81.8279999999999","495.001405977801","429.58","-1.10995691207339","5.84462801034395","-401.784","787.889176470904","707.568","-6.12038499503891","10.2970977301848"
"S0097","-1729.436","2095.23376286275","1729.436","-22.4460490318577","22.4460490318577","-5616.156","5764.97012375606","5616.156","-171.331931933686","171.331931933686"
"S0099","107.936","178.68299090848","175.088","16.5677935314193","27.0311922038616","68.306","104.944532873323","81.118","11.7386436259168","13.3862138071084"
"S0102","-118.97","288.709348965356","151.51","-5.99136770127321","7.64329148445882","451.972","720.579614643656","669.588","15.2184274061697","25.669630694983"
"S0104","186.442","941.262029394578","706.566","2.73070172860723","10.0847407766836","424.096","606.496305281409","496.376","5.98690997365459","6.92308481609279"
"S0107","5.12000000000003","299.778632193824","246.512","0.466056454776617","19.3823097067752","89.946","384.033880198089","325.746","4.69019967520116","22.9048918566427"
"S0108","598.23","1013.3380167644","1005.566","13.4151083496443","22.5381998479791","266.442","527.541332807203","511.718","7.21706658275412","12.2534933882834"
"S0109","318.77","486.613029644707","442.014","16.1393614315852","22.1652851663241","318.77","486.613029644707","442.014","16.1393614315852","22.1652851663241"
"S0120","-61.094","108.065911091334","91.854","-14.1837775204965","21.3837949006473","-75.156","92.9520762543796","75.156","-19.1884183870472","19.1884183870472"
"S0122","-187.084","451.536402031996","375.532","-10.8229355825082","21.7168955417945","-209.578","486.376014971956","433.466","-12.847213915764","25.5513076117032"
"S0126","-177.68","803.253572267189","546.828","-5.03717576822109","15.6984188971133","-321.274","927.085842724394","652.49","-11.3623726154997","19.1797493891938"
"S0131","5.49399999999996","192.767063836123","163.166","0.322708094119046","8.90442131647136","-51.718","178.63162569937","144.574","-3.00790580268407","8.22802021463119"
"S0132","50.3199999999999","330.666414684044","300.96","1.58671320540435","9.29984189486926","257.27","528.470436921499","326.082","5.31449707563832","7.97860334255226"
"S0136","205.48","345.699258026395","302.856","48.2453575225237","71.7546424774763","302.946","319.424851725723","302.946","72.6629023007281","72.6629023007281"
"S0141","27.122","93.0670999870524","83.734","6.97262901332813","21.5101973447565","54.164","80.8006737595671","69.032","14.0079853438842","17.263086491095"
"S0142","406.242","479.147764452679","406.242","20.5421082838237","20.5421082838237","353.246","438.939238961385","353.246","17.6739939237631","17.6739939237631"
"S0143","-158.646","210.113266930006","161.03","-30.9512471383758","31.415928254858","-102.118","243.348039194895","221.126","-23.8191473861165","38.6100994119679"
